frame	crossing	top_r1	split_r1
4734	0	0A	FF
4735	0	0A	FF
4736	0	0A	FF
4737	0	0A	FF
4738	0	0A	FF
4739	0	0A	FF
4740	0	0A	FF
4741	0	0A	FF
4742	0	0A	FF
4743	0	0A	FF
4744	0	0A	FF
4745	0	0A	FF
4746	0	0A	FF
4747	0	0A	FF
4748	0	0A	FF
4749	0	0A	FF
4750	0	0A	FF
4751	0	E2	FF
4752	0	E2	FF
4753	0	E2	FF
4754	0	E2	FF
4755	0	E2	FF
4756	0	E2	FF
4757	0	E2	FF
4758	0	E2	FF
4759	0	E2	FF
4760	0	E2	FF
4761	0	E2	FF
4762	0	E2	FF
4763	0	E2	FF
4764	0	E2	FF
4765	0	E2	FF
4766	0	E2	FF
4767	0	E2	FF
4768	0	E2	FF
4769	0	E2	FF
4770	0	E2	FF
4771	0	E2	FF
4772	0	E2	FF
4773	0	E2	FF
4774	0	E2	FF
4775	0	E2	FF
4776	0	E2	FF
4777	0	E2	FF
4778	0	E2	FF
4779	0	E2	FF
4780	16	E2	FF
4781	16	E2	FF
4782	16	E2	FF
4783	16	E2	FF
4784	16	E2	FF
4785	16	E2	FF
4786	16	E2	FF
4787	16	E2	FF
4788	16	E2	FF
4789	16	E2	FF
4790	16	E2	FF
4791	16	E2	FF
4792	16	E2	FF
4793	16	E2	FF
4794	16	E2	FF
4795	16	E2	FF
4796	16	E2	FF
4797	16	E2	FF
4798	16	E2	FF
4799	16	E2	FF
4800	16	E2	FF
4801	16	E2	FF
4802	16	E2	FF
4803	16	E2	FF
4804	16	E2	FF
4805	16	E2	FF
4806	16	E2	FF
4807	16	E2	FF
4808	16	E2	FF
4809	16	E2	FF
4810	16	E2	FF
4811	16	E2	FF
4812	16	E2	FF
4813	16	E2	FF
4814	16	E2	FF
4815	16	E2	FF
4816	16	E2	FF
4817	16	E2	FF
4818	16	E2	FF
4819	16	E2	FF
4820	16	E2	FF
4821	16	E2	FF
4822	16	E2	FF
4823	16	E2	FF
4824	16	E2	FF
4825	16	E2	FF
4826	16	E2	FF
4827	16	E2	FF
4828	16	E2	FF
4829	16	E2	FF
4830	16	E2	FF
4831	16	E2	FF
4832	16	E2	FF
4833	16	E2	FF
4834	16	E2	FF
4835	16	E2	FF
4836	16	E2	FF
4837	16	E2	FF
4838	16	E2	FF
4839	16	E2	FF
4840	16	E2	FF
4841	16	E2	FF
4842	16	E2	FF
4843	16	E2	FF
4844	16	E2	FF
4845	16	E2	FF
4846	16	E2	FF
4847	16	E2	FF
4848	16	E2	FF
4849	16	E2	FF
4850	16	E2	FF
4851	16	E2	FF
4852	16	E2	FF
4853	16	E2	FF
4854	16	E2	FF
4855	16	E2	FF
4856	16	E2	FF
4857	16	E2	FF
4858	16	E2	FF
4859	16	E2	FF
4860	16	E2	FF
4861	16	E2	FF
4862	16	E2	FF
4863	16	E2	FF
4864	16	E2	FF
4865	16	E2	FF
4866	16	E2	FF
4867	16	E2	FF
4868	16	E2	FF
4869	16	E2	FF
4870	16	E2	FF
4871	16	E2	FF
4872	16	E2	FF
4873	16	E2	FF
4874	16	E2	FF
4875	16	E2	FF
4876	16	E2	FF
4877	16	E2	FF
4878	16	E2	FF
4879	16	E2	FF
4880	16	E2	FF
4881	16	E2	FF
4882	16	E2	FF
4883	16	E2	FF
4884	16	E2	FF
4885	16	E2	FF
4886	16	E2	FF
4887	16	E2	FF
4888	16	E2	FF
4889	16	E2	FF
4890	16	E2	FF
4891	16	E2	FF
4892	16	E2	FF
4893	16	E2	FF
4894	16	E2	FF
4895	16	E2	FF
4896	16	E2	FF
4897	16	E2	FF
4898	16	E2	FF
4899	16	E2	FF
4900	16	E2	FF
4901	16	E2	FF
4902	16	E2	FF
4903	16	E2	FF
4904	16	E2	FF
4905	16	E2	FF
4906	16	E2	FF
4907	16	E2	FF
4908	16	E2	FF
4909	16	E2	FF
4910	16	E2	FF
4911	16	E2	FF
4912	16	E2	FF
4913	16	E2	FF
4914	16	E2	FF
4915	16	E2	FF
4916	16	E2	FF
4917	16	E2	FF
4918	16	E2	FF
4919	16	E2	FF
4920	16	E2	FF
4921	16	E2	FF
4922	16	E2	FF
4923	16	E2	FF
4924	16	E2	FF
4925	16	E2	FF
4926	16	E2	FF
4927	16	E2	FF
4928	16	E2	FF
4929	16	E2	FF
